A,B,C,D,E,F,G,H,I,J,K,L,M
16,2,19,8,0,5,3,12,0,8,11,1,0
6,6,5,11,7,0,0,7,2,3,10,6,4
3,1,4,10,42,7,13,4,0,8,10,0,0
8,1,7,10,11,17,17,9,2,15,11,1,1
8,1,10,10,0,1,5,11,0,6,7,1,1
9,2,3,4,4,0,0,9,0,8,10,2,1
4,2,4,11,37,4,8,5,1,3,7,1,1
8,2,11,8,19,19,17,10,2,11,9,0,1
13,1,10,9,0,5,7,13,1,13,9,1,0
11,2,8,7,7,0,0,6,4,3,9,4,2
8,7,5,10,34,6,10,8,1,4,8,0,0
5,3,8,11,19,19,15,7,2,17,8,1,1
15,1,9,9,0,3,7,8,3,10,9,1,0
5,1,6,12,3,0,0,5,3,6,7,2,1
5,2,7,6,35,4,8,4,1,9,9,0,0
2,4,8,8,21,14,17,7,2,15,10,3,1
11,1,6,9,1,9,8,20,1,10,10,0,0
9,0,5,5,5,0,0,11,1,5,10,7,1
2,0,6,7,34,7,4,7,2,6,11,0,0
9,2,12,5,20,16,18,4,1,7,11,3,0
8,2,7,9,1,5,10,12,0,10,9,0,1
9,2,7,6,4,0,0,10,2,8,6,3,1
5,4,7,9,39,6,3,3,3,2,5,1,1
5,2,10,9,17,23,18,6,4,10,7,2,0
13,1,14,6,0,5,5,10,3,10,7,1,0
7,3,2,10,3,0,0,7,2,3,9,1,1
6,0,9,7,37,6,6,6,0,0,7,1,1
7,0,7,11,20,14,19,8,0,10,5,1,0
14,0,9,7,0,9,6,13,1,6,7,0,0
9,1,6,8,6,0,0,6,0,3,6,5,0
3,2,1,11,35,9,8,4,0,5,4,0,3
7,2,8,4,17,12,18,13,1,12,9,0,0
14,1,11,2,2,4,7,16,2,6,8,0,2
12,4,3,11,8,0,2,9,1,10,10,4,2
1,1,6,10,38,10,10,5,0,5,10,0,0
7,1,19,10,14,19,13,9,1,7,11,1,1
8,1,8,11,0,4,4,10,0,6,5,0,0
4,1,4,5,4,0,0,6,1,6,3,6,2
6,1,9,6,35,10,4,3,2,6,9,1,0
8,2,8,10,20,20,15,5,0,12,9,1,0
12,2,11,9,1,4,7,12,3,11,7,1,0
8,3,3,5,5,0,0,8,4,8,11,4,4
7,0,7,9,34,9,9,3,3,1,10,0,0
8,1,14,6,21,17,12,6,0,11,6,0,1
11,3,7,12,0,8,5,11,1,5,5,0,0
9,0,7,6,4,0,0,5,1,5,7,5,0
9,1,2,8,37,8,6,3,1,4,7,2,0
6,3,7,10,19,16,19,7,2,10,6,0,1
14,2,10,6,0,3,8,13,0,10,7,0,1
4,3,9,8,4,0,0,9,0,7,7,3,1
7,2,3,7,28,5,6,4,3,4,6,0,0
5,3,7,12,28,15,16,3,1,12,10,1,0
7,1,16,6,0,11,7,12,2,10,5,1,1
11,1,8,7,5,0,0,5,1,3,9,1,2
7,1,3,10,35,5,4,5,0,6,3,1,0
8,1,8,10,20,19,20,6,1,12,7,0,0
11,3,11,8,0,6,6,16,1,9,8,1,0
9,1,3,11,6,0,0,6,1,5,11,1,2
4,0,3,4,39,4,11,5,1,6,9,2,2
6,2,15,3,12,19,17,13,1,12,7,1,0
5,5,9,8,3,4,3,10,2,9,11,0,1
10,1,9,6,4,0,2,7,1,5,9,2,4
2,3,2,10,37,9,10,4,4,7,4,0,0
8,2,10,9,18,12,19,9,2,9,8,1,0
11,2,12,10,1,6,4,18,0,13,10,2,0
9,0,11,10,3,0,0,6,1,2,11,2,1
3,3,2,12,42,4,10,5,1,3,11,4,1
8,0,9,8,13,19,18,8,2,14,4,3,0
7,1,9,6,2,1,7,11,1,13,11,1,0
7,1,5,5,5,0,1,8,0,4,8,3,0
1,2,5,9,34,12,6,5,0,4,5,0,1
13,0,13,7,19,14,12,9,2,7,7,0,0
13,1,10,8,2,5,9,11,1,4,5,0,0
7,1,4,9,4,0,2,12,3,5,11,1,0
8,1,6,11,30,10,6,6,2,8,9,0,0
11,2,7,11,25,12,15,6,2,13,6,1,1
10,1,7,11,1,7,9,15,2,10,10,0,0
11,1,7,9,3,0,1,11,0,13,9,3,2
10,3,8,8,34,4,9,6,5,3,12,2,0
9,0,11,11,22,16,16,10,2,8,10,1,1
13,3,11,11,1,4,9,15,2,8,11,0,2
5,1,8,11,7,0,2,14,0,5,9,5,2
7,0,3,10,39,9,7,1,3,4,11,0,0
3,0,13,11,11,22,13,8,3,17,6,0,0
16,2,11,9,3,3,5,9,2,6,10,0,2
9,2,7,10,6,0,1,10,1,5,9,2,1
2,1,4,11,34,5,7,5,2,6,10,2,3
6,1,8,8,20,18,20,8,4,9,7,0,1
11,2,9,5,0,4,6,18,1,12,11,2,0
7,0,6,6,2,0,0,5,2,9,11,2,4
5,1,4,10,41,6,6,3,1,6,9,1,2
2,3,12,5,16,18,20,6,2,11,8,1,2
14,1,8,7,1,4,6,10,1,9,8,0,1
6,1,5,8,8,0,0,10,1,2,6,4,4
2,1,6,4,35,8,8,4,1,6,7,0,0
6,0,7,9,15,15,16,10,2,12,6,0,0
10,2,6,4,2,2,10,7,3,10,7,0,0
4,0,6,4,12,0,1,7,1,7,7,2,0
2,0,3,7,29,10,9,5,1,6,7,1,0
9,1,6,4,19,14,13,6,0,13,6,1,0
10,1,12,5,0,9,5,8,3,8,5,0,0
10,2,8,7,4,0,0,4,2,9,11,2,2
10,4,5,9,41,6,8,6,2,7,8,0,1
5,2,10,9,15,21,18,10,0,9,11,2,1
14,0,15,10,0,2,5,12,0,12,9,0,1
6,1,6,10,6,0,0,7,1,7,4,4,3
7,1,5,11,43,10,6,3,1,3,11,2,0
10,2,12,11,11,25,12,7,4,10,7,3,0
10,1,14,11,0,1,6,11,1,11,10,0,0
8,3,0,9,3,0,0,5,1,5,12,2,3
4,0,5,5,38,6,10,6,1,8,7,1,0
1,0,12,7,16,14,15,10,1,14,9,0,0
13,0,8,5,3,6,6,7,3,12,11,1,0
7,1,5,8,3,0,3,7,1,5,10,5,1
2,1,5,8,40,8,9,3,2,4,6,0,1
6,1,14,6,17,18,17,8,2,14,7,0,1
11,0,11,9,0,3,5,11,0,10,8,0,0
3,1,4,6,6,0,0,3,1,3,4,0,4
1,1,1,5,44,6,8,4,1,12,5,0,0
5,1,9,1,10,15,22,7,1,8,12,1,0
9,0,10,9,0,6,3,13,0,10,8,0,1
5,0,11,5,10,0,0,8,1,5,6,2,0
4,0,7,9,33,9,11,3,2,3,8,0,0
10,2,12,10,17,17,15,9,1,15,6,0,1
9,2,11,8,0,3,5,11,2,9,7,1,0
5,1,7,9,7,0,0,8,1,4,11,3,1
7,2,5,10,34,8,6,5,3,5,6,1,1
7,4,14,10,17,18,15,6,0,9,10,0,0
9,1,11,9,2,4,8,8,0,9,5,0,1
8,3,5,5,6,0,1,12,1,2,8,2,0
4,2,5,11,38,6,10,1,1,5,5,2,0
8,1,8,10,14,25,9,11,0,10,6,2,0
18,1,14,9,2,5,4,5,0,8,8,2,0
10,0,3,6,5,1,0,7,3,8,6,3,3
5,2,4,11,37,10,7,3,1,7,10,1,0
4,2,18,6,16,14,22,11,1,15,10,0,1
12,3,8,8,2,4,3,13,0,10,11,0,0
10,3,5,9,8,0,0,1,3,4,9,6,1
10,2,5,12,40,9,7,3,0,5,4,1,1
8,5,13,10,12,18,18,4,1,9,5,2,0
14,2,7,10,0,3,5,11,2,9,7,2,0
7,1,5,10,8,0,0,10,1,4,3,3,1
6,1,4,9,39,10,12,3,1,2,9,2,1
10,2,12,9,12,12,16,7,1,13,3,3,0
13,3,7,10,1,5,5,12,2,10,8,1,0
8,2,2,8,5,0,0,9,0,6,9,4,0
6,1,4,8,39,5,10,6,1,7,9,0,0
6,0,10,10,15,16,19,11,6,6,9,0,1
12,1,13,9,1,4,5,16,3,9,6,2,0
3,4,8,6,6,0,1,3,2,6,9,6,1
5,1,5,10,44,10,6,1,0,5,5,0,0
8,1,11,7,10,18,18,10,1,10,7,0,1
16,2,10,11,0,3,5,11,4,15,6,2,0
4,1,6,9,3,0,0,10,1,10,11,1,3
6,0,4,9,44,8,11,5,4,3,10,4,0
8,1,11,9,11,18,16,11,1,11,11,1,1
13,3,6,7,2,3,2,9,0,5,11,0,0
13,0,7,10,3,0,2,8,1,6,4,5,4
3,1,1,11,36,8,4,3,1,7,11,2,1
10,0,11,6,19,17,16,5,2,8,10,2,1
8,2,14,11,2,9,5,11,0,11,6,0,1
18,4,1,7,4,0,1,5,3,6,5,1,2
4,2,3,8,37,4,8,4,1,5,9,1,1
8,0,8,11,18,23,15,9,1,10,7,0,0
17,3,17,5,1,2,7,10,4,9,9,1,1
8,2,3,10,2,0,1,9,0,6,8,1,0
4,0,0,10,38,5,6,2,0,6,5,1,0
12,1,8,10,17,14,16,6,1,12,6,1,0
15,5,8,7,3,10,7,9,1,5,7,2,0
8,1,9,12,3,1,1,7,0,8,6,2,1
7,1,5,11,39,7,7,4,3,5,7,1,0
3,0,12,10,16,15,22,5,1,9,9,1,1
9,1,5,4,2,3,5,23,2,9,5,1,1
5,2,6,4,4,0,1,7,1,7,10,1,2
3,0,3,6,39,5,10,4,2,6,5,1,0
8,2,10,9,15,16,19,11,2,18,10,0,0
10,1,13,7,2,8,1,12,1,8,11,1,1
9,0,7,9,8,0,1,5,1,6,11,5,1
8,5,3,7,38,10,9,6,1,3,10,0,0
7,2,18,10,13,20,12,6,3,9,9,0,0
14,3,16,9,1,3,6,8,0,8,7,1,1
10,1,2,11,2,0,0,7,0,5,3,4,1
0,0,5,11,41,7,5,3,2,3,7,2,0
7,0,12,11,17,15,20,5,1,14,7,2,1
6,1,11,8,0,4,9,16,0,13,8,1,0
9,0,5,10,4,0,0,9,0,10,10,4,2
4,0,4,5,36,6,7,4,2,5,10,0,1
4,2,11,8,20,18,18,10,1,14,10,0,0
11,2,14,6,0,7,4,10,1,11,11,0,0
7,1,10,9,4,0,0,9,1,4,10,6,2
8,1,3,8,38,7,3,6,2,4,11,1,1
5,1,10,12,16,20,17,10,2,4,9,1,0
10,0,15,7,2,5,8,11,2,9,8,1,1
9,0,8,8,10,0,0,7,0,10,9,4,2
4,1,2,11,29,9,10,5,2,7,8,0,1
8,1,19,8,21,17,13,9,2,10,8,1,1
8,2,14,8,0,6,5,9,1,9,10,0,0
8,2,5,10,4,0,0,7,2,3,7,3,1
3,1,5,11,34,7,10,8,2,3,6,1,0
8,3,7,10,20,14,19,10,1,15,9,0,0
14,2,5,7,2,3,7,12,4,13,11,2,0
7,1,7,7,9,0,0,6,2,7,10,5,3
5,0,6,9,34,12,5,8,2,5,9,0,0
9,2,10,9,17,11,19,10,2,6,10,1,0
13,1,7,10,0,6,7,14,2,16,10,2,0
12,3,3,7,6,0,0,10,0,5,10,2,0
3,2,3,10,35,8,5,3,0,1,11,1,2
15,0,12,6,19,22,15,11,4,11,3,1,0
10,5,11,10,0,4,6,16,3,9,7,0,0
7,1,6,10,6,0,0,10,1,4,12,2,3
4,1,1,8,32,6,9,3,2,4,10,1,0
7,2,8,3,21,13,21,9,1,13,11,0,0
9,3,8,9,1,4,7,7,2,21,11,0,1
8,2,4,5,9,0,0,7,3,5,8,1,2
6,0,4,9,37,10,13,6,2,6,10,2,2
10,3,6,7,14,12,17,9,0,5,8,1,0
11,3,11,8,0,4,4,12,2,12,4,0,0
7,3,9,9,3,0,0,7,1,6,8,6,1
3,2,3,10,35,8,7,1,0,4,3,2,1
7,3,13,9,21,16,13,9,3,10,9,1,0
9,2,10,9,1,5,10,8,3,11,10,0,0
12,1,7,7,5,0,1,4,0,7,6,2,3
2,6,5,10,36,5,7,6,2,7,3,0,0
8,2,11,9,18,25,14,9,1,7,10,2,0
14,4,12,9,1,2,6,7,0,14,10,2,1
7,0,5,7,2,0,1,8,2,11,7,3,0
4,2,4,10,40,6,6,8,3,3,11,2,0
6,1,10,8,18,22,17,7,2,9,11,1,0
12,2,16,4,0,6,3,12,5,7,9,2,1
5,1,6,10,2,0,0,4,0,3,7,4,3
4,0,1,9,41,8,4,3,0,3,5,1,0
11,1,15,5,17,15,21,8,2,10,4,0,0
10,5,14,10,0,6,6,16,3,12,10,0,0
9,2,8,10,3,0,0,10,4,5,8,1,0
10,2,4,11,38,6,4,1,2,5,12,1,0
10,1,8,11,18,14,23,12,1,12,5,0,1
10,1,6,10,1,1,11,15,3,10,9,2,2
4,0,4,12,6,0,1,10,0,8,11,4,3
3,0,7,10,35,6,8,6,3,5,9,0,1
9,2,8,5,18,21,14,8,1,11,10,0,0
18,1,13,11,1,6,5,11,2,10,7,0,0
10,3,4,9,7,0,0,11,2,2,12,1,1
6,2,10,11,39,10,9,3,2,3,10,0,0
12,2,9,11,14,17,14,6,1,14,5,1,0
11,0,11,10,0,8,2,12,2,9,5,2,1
13,2,9,11,5,0,0,1,5,6,7,7,2
2,2,3,11,41,8,5,8,1,5,11,1,0
7,1,9,9,14,21,16,12,4,10,11,1,0
15,0,11,6,0,8,2,6,3,12,9,0,2
9,0,6,5,8,0,0,11,3,9,9,3,1
8,1,4,9,34,7,10,8,3,0,11,1,0
8,2,8,8,14,18,12,16,0,11,10,0,1
11,0,13,10,4,5,6,10,0,9,11,2,0
9,2,9,4,6,0,2,10,3,7,10,1,2
4,2,7,10,36,8,7,4,0,9,11,0,1
11,1,11,11,18,16,19,4,0,11,10,0,0
10,4,5,11,0,1,9,10,0,15,10,2,1
9,2,3,10,6,0,0,8,2,2,11,5,1
5,4,5,8,36,6,8,5,1,4,6,2,1
6,2,10,11,17,17,18,8,2,9,5,1,0
14,0,7,11,1,6,5,21,1,10,10,0,1
7,2,6,7,3,0,0,7,3,5,11,2,1
4,1,5,7,38,6,8,6,2,8,11,0,0
11,0,11,5,18,15,19,8,5,11,8,0,0
13,6,11,8,1,6,6,14,1,8,11,2,1
4,5,6,11,5,0,0,9,0,1,10,4,1
6,2,2,11,38,9,3,2,1,4,4,1,2
6,2,13,8,15,20,17,5,2,8,6,2,0
11,2,14,7,2,6,3,15,0,11,3,0,0
8,1,5,8,6,2,0,6,5,2,10,2,1
8,2,5,9,39,7,9,3,2,3,9,1,1
8,1,10,8,15,19,16,12,2,12,8,0,1
9,3,14,8,0,4,5,16,3,10,10,0,0
10,1,5,7,6,0,0,2,4,9,8,2,2
2,0,5,9,35,7,8,8,2,3,10,0,0
11,2,6,11,18,20,11,10,1,9,10,3,0
18,3,12,8,1,6,8,10,4,12,11,1,0
6,0,4,10,3,0,0,9,0,3,11,2,3
6,1,6,9,41,7,10,6,0,9,7,1,1
13,2,12,8,16,13,19,9,5,9,10,0,0
9,0,5,10,0,5,6,12,1,7,9,1,0
8,2,4,9,4,0,0,15,0,3,5,5,0
7,2,2,8,40,8,6,4,4,2,10,1,0
9,0,11,9,15,18,20,8,1,9,8,2,0
11,2,10,7,1,3,4,17,2,5,5,0,0
4,1,7,8,5,1,0,6,0,3,7,8,1
9,5,6,9,46,10,4,6,2,1,5,1,0
8,0,13,12,9,21,21,5,2,5,7,1,1
11,0,11,7,0,2,2,14,0,10,6,0,0
6,0,5,8,6,0,0,7,3,3,5,1,2
3,3,4,5,35,5,9,8,1,5,7,2,0
6,0,6,6,17,17,20,8,4,16,10,0,0
11,3,12,7,2,6,3,10,1,15,8,1,1
7,1,6,8,4,0,0,4,2,6,9,3,1
4,1,6,6,35,8,11,8,1,4,12,2,1
8,0,7,10,18,14,14,13,2,13,10,1,0
8,2,11,7,3,8,4,7,4,14,10,2,1
7,2,6,7,6,0,1,6,3,6,12,1,1
8,0,6,5,28,10,4,3,2,3,10,1,0
10,2,10,10,24,12,17,8,0,9,8,2,2
15,4,13,10,2,8,9,11,0,10,6,0,0
6,3,6,12,2,0,0,11,0,9,10,4,2
12,2,2,9,42,5,4,2,1,2,8,2,1
10,1,7,12,16,12,23,7,2,7,4,0,1
8,2,11,9,0,6,10,17,1,16,8,1,0
9,3,3,11,4,0,0,9,4,6,6,4,0
8,4,8,9,37,6,6,5,2,4,10,2,2
5,4,10,10,19,20,15,6,1,6,10,2,2
12,1,17,10,0,9,4,12,3,9,6,3,0
14,4,8,10,2,0,0,7,1,5,7,3,1
5,3,5,11,43,6,7,4,1,3,10,1,0
4,0,14,11,15,23,17,6,0,8,9,1,1
17,1,12,11,0,0,7,14,2,8,4,0,0
5,4,2,11,2,0,0,6,0,6,3,3,0
2,1,8,8,39,2,6,4,1,6,8,0,0
8,2,11,9,17,17,22,6,2,13,5,1,0
14,1,10,10,2,7,5,14,1,8,10,1,0
12,3,6,11,4,0,1,9,1,2,8,2,5
4,1,4,11,39,3,9,7,3,6,5,1,0
3,0,13,9,15,18,22,8,3,16,10,0,0
12,3,16,9,2,5,3,15,2,10,10,1,2
7,3,6,11,9,0,0,12,1,5,9,6,0
4,2,12,10,31,11,5,3,6,3,10,2,2
8,0,14,11,19,19,16,6,1,9,11,0,0
15,3,9,12,1,3,6,16,1,11,7,1,0
3,2,4,9,3,0,0,5,6,6,7,2,1
5,0,3,9,35,4,6,3,2,6,9,0,0
2,0,11,8,18,15,21,5,2,12,10,1,0
16,2,17,4,4,7,5,14,0,12,6,3,1
9,9,8,10,2,1,1,9,1,7,9,4,2
6,4,7,11,44,9,6,4,4,5,11,1,0
10,3,19,11,12,23,13,9,1,11,10,0,2
13,2,11,11,2,2,6,8,0,9,9,1,0
10,0,8,11,4,1,0,5,0,5,7,4,2
6,0,8,10,38,5,8,7,2,5,9,1,0
4,0,10,11,17,16,19,11,3,11,8,1,2
7,1,8,10,1,7,4,15,1,12,8,0,0
5,1,8,11,1,1,0,7,2,4,9,2,4
4,0,4,11,42,6,6,6,2,8,11,3,0
8,2,8,6,17,23,16,9,3,14,10,1,0
15,2,13,8,0,5,4,11,4,12,12,1,0
7,2,7,8,6,0,0,2,0,10,9,6,2
1,1,4,10,36,8,6,7,1,4,11,1,0
8,2,9,5,17,19,16,11,3,12,10,2,1
8,0,13,7,1,3,8,11,2,11,11,0,0
8,3,5,6,5,0,0,11,2,9,10,3,1
4,1,6,9,39,9,6,7,2,8,11,0,1
7,2,10,9,15,11,22,7,3,7,11,1,1
5,2,9,6,1,3,9,15,1,14,12,1,1
8,1,6,7,5,0,0,5,2,4,8,3,2
2,3,5,8,35,8,6,5,3,5,11,2,0
8,1,4,5,19,15,17,11,1,9,8,1,0
13,1,10,8,1,9,5,13,1,9,9,0,0
9,1,5,7,6,0,0,11,1,9,10,3,1
5,2,2,8,34,8,6,4,1,5,10,0,0
6,1,11,5,19,17,17,11,3,9,11,2,0
14,0,13,8,1,3,8,7,1,14,11,0,0
11,2,5,12,5,0,1,9,2,5,9,6,1
5,4,3,10,38,7,8,6,2,7,9,0,0
8,3,11,8,16,19,16,11,1,12,8,0,0
15,0,10,11,1,5,4,10,3,5,9,1,0
4,2,6,5,4,0,1,6,0,1,8,3,1
2,2,3,6,42,4,6,5,1,4,4,0,1
5,0,13,7,14,25,18,7,1,5,6,1,1
10,0,11,9,0,4,3,12,1,19,6,1,0
13,0,6,7,6,0,0,6,1,3,8,2,4
9,0,6,9,38,7,8,4,4,7,10,0,1
4,2,8,12,16,17,16,10,0,9,10,1,2
18,0,15,7,0,8,4,13,4,10,8,1,0
8,2,5,10,5,0,0,2,3,9,10,8,1
6,1,8,10,42,8,8,4,2,4,9,1,2
8,2,13,11,13,15,20,7,1,16,7,0,0
13,0,11,11,0,4,5,10,2,10,6,1,1
3,2,11,9,3,0,0,9,2,6,9,3,0
6,2,6,11,34,5,7,4,4,2,10,0,0
4,4,9,11,22,15,16,9,1,11,6,1,0
12,1,9,11,1,7,8,8,0,11,9,1,0
5,1,4,6,5,1,1,4,2,9,4,5,0
8,1,5,7,40,10,6,1,1,6,7,0,1
9,3,13,9,15,22,15,6,2,6,5,0,0
14,1,8,8,0,6,1,8,1,15,8,0,0
3,1,7,6,6,0,0,3,1,2,10,3,2
7,3,4,4,37,6,9,3,1,7,3,1,0
4,1,12,10,14,15,19,12,0,11,11,0,0
11,0,6,8,3,4,7,13,1,11,9,0,0
4,0,6,7,4,0,0,6,2,11,6,2,2
8,1,6,8,39,7,6,3,3,2,12,1,0
5,1,15,10,16,19,17,6,3,15,7,1,0
11,0,11,8,1,6,5,12,2,8,6,1,1
7,2,4,9,6,0,0,6,3,10,10,2,2
5,2,3,5,34,10,4,5,2,1,11,2,0
8,1,15,6,19,18,15,7,0,8,9,0,1
8,1,8,8,1,5,8,13,2,12,4,1,0
5,1,9,5,13,0,0,4,4,5,11,5,1
8,1,3,8,28,11,7,6,1,7,7,0,2
13,1,13,10,19,18,15,6,2,8,9,2,0
10,1,15,11,0,5,4,13,0,9,8,0,2
7,2,7,11,6,0,0,12,2,2,8,3,0
6,4,5,9,31,7,5,2,3,3,8,1,1
11,3,12,10,21,21,15,9,0,4,7,0,2
11,3,17,10,2,6,6,10,1,8,6,0,1
10,3,6,11,4,0,0,6,0,8,7,3,0
8,3,9,10,33,7,6,2,1,7,6,0,1
5,4,7,11,19,16,15,6,1,8,7,0,0
19,1,10,10,4,6,8,13,0,11,9,2,1
2,2,2,11,4,1,1,11,1,6,10,3,0
10,1,5,7,36,5,7,4,1,5,10,1,1
8,2,11,8,19,18,13,13,1,12,8,1,0
9,3,18,12,1,9,8,10,1,14,10,1,0
10,1,5,10,11,0,0,11,1,5,11,3,3
5,1,7,11,38,9,6,3,2,7,10,0,0
13,2,14,9,11,19,18,8,2,11,11,0,0
13,0,8,11,0,3,5,9,4,18,10,1,0
6,1,5,11,3,0,0,9,1,1,12,3,1
2,2,6,8,40,8,8,5,3,5,10,1,0
8,2,10,8,16,11,18,7,1,15,9,1,1
13,1,9,10,1,7,8,19,2,11,10,1,0
7,2,4,9,3,0,0,8,0,5,11,3,0
1,2,6,7,41,7,5,3,1,6,11,1,1
5,1,13,7,15,24,13,1,0,10,7,1,0
12,1,16,7,1,6,4,5,0,10,4,1,0
10,0,4,7,4,0,1,8,1,4,6,2,2
3,2,8,7,40,7,9,1,1,3,7,1,0
7,3,9,10,15,15,19,12,1,8,4,0,0
11,1,8,9,1,5,5,10,2,15,8,0,0
7,0,11,9,2,0,0,9,3,1,9,2,0
5,1,4,9,45,6,9,7,2,4,6,1,0
4,1,10,11,12,21,15,6,2,11,6,1,1
11,2,11,9,1,3,6,10,0,9,7,2,0
7,2,7,3,3,0,0,6,3,9,7,3,1
3,2,5,8,40,4,4,5,5,1,8,0,0
5,2,14,7,15,23,17,8,0,10,9,0,1
16,2,12,7,2,7,4,7,1,16,6,0,1
4,1,5,9,7,0,1,4,2,5,9,2,2
5,1,1,8,34,6,8,3,0,5,9,0,0
10,0,2,6,19,17,18,13,3,14,6,0,0
14,1,11,3,0,8,3,10,2,18,11,0,0
6,0,6,9,7,0,0,8,4,6,11,4,2
8,1,4,8,37,10,7,2,1,6,11,0,0
14,1,10,10,15,17,13,4,0,16,10,1,0
7,1,16,8,1,7,5,8,3,8,9,1,0
6,3,7,6,7,1,0,5,3,6,9,5,5
5,2,5,9,41,7,8,7,2,6,9,1,1
8,2,11,10,11,15,21,8,3,9,11,2,0
11,1,9,10,1,5,4,17,0,12,10,2,0
10,3,4,7,5,0,0,7,2,2,7,2,1
6,1,8,10,42,12,3,10,2,3,10,1,0
12,1,13,10,12,22,17,6,3,9,9,2,0
14,4,8,11,1,1,5,13,0,8,7,0,0
9,1,4,10,6,0,0,7,0,9,9,3,2
4,0,6,7,36,9,7,2,1,4,11,1,1
8,2,13,9,18,10,24,9,3,5,7,1,2
5,3,10,9,0,6,4,19,5,16,7,0,0
6,1,9,10,6,0,0,9,4,3,8,3,0
4,2,4,7,32,8,8,3,0,9,11,0,1
12,1,10,9,22,18,11,8,3,9,11,0,1
11,4,15,11,0,8,7,7,3,8,8,2,1
9,0,9,8,4,0,0,5,0,6,6,5,0
1,2,4,11,39,2,9,3,1,4,6,0,0
8,0,7,10,17,19,22,6,3,12,2,2,0
8,2,16,6,0,4,4,13,1,18,9,3,0
4,1,6,9,5,0,0,5,1,5,10,3,2
5,0,4,9,40,5,8,5,2,2,7,1,0
7,1,12,6,14,24,14,10,1,16,11,1,1
8,1,13,9,1,1,7,9,1,9,9,0,1
5,1,5,5,3,1,0,8,2,5,10,1,5
4,3,6,6,39,5,6,6,1,5,8,0,0
6,1,6,9,18,16,21,10,2,10,8,0,0
12,1,6,7,0,4,8,18,2,9,9,0,0
12,1,9,8,4,0,0,14,1,6,12,5,2
7,2,4,10,38,9,6,5,3,4,11,0,0
3,1,13,10,18,17,19,10,0,12,10,0,0
10,2,13,6,0,1,8,11,1,11,11,0,0
5,3,3,9,3,0,0,7,1,9,9,3,1
11,3,7,9,39,9,6,3,0,2,9,0,2
6,3,12,10,18,18,19,7,2,11,4,0,1
9,3,16,11,0,4,4,11,2,15,4,2,0
3,2,9,10,4,0,0,13,4,4,9,3,4
3,3,6,10,40,5,6,5,1,8,11,1,0
3,1,14,7,15,19,18,10,3,11,10,2,1
9,2,8,7,1,7,4,14,1,8,10,1,1
11,3,2,5,3,0,1,3,1,5,11,4,2
7,3,2,7,38,12,3,4,1,7,11,0,0
14,1,12,9,17,12,19,5,1,12,11,1,0
10,3,10,10,2,10,4,12,2,13,10,1,1
8,2,2,7,4,0,0,5,1,8,9,2,1
5,0,1,7,36,6,7,4,2,6,8,0,0
10,1,12,3,18,15,17,9,2,11,11,1,1
14,6,11,10,2,7,8,12,5,10,8,0,1
9,3,4,11,2,0,0,5,1,11,10,3,1
5,1,4,11,45,7,6,3,2,7,7,0,0
7,4,13,5,12,18,19,6,2,13,10,1,1
14,1,12,12,1,6,4,16,4,12,10,2,0
8,1,5,11,3,0,0,8,1,6,12,4,1
4,2,2,10,32,7,5,4,1,4,9,0,2
10,1,5,6,24,15,18,6,3,10,11,0,0
14,0,9,8,1,8,6,16,2,9,8,1,3
12,1,7,8,4,0,1,11,1,5,11,2,2
3,1,9,9,40,10,7,9,4,5,7,1,0
10,3,13,9,15,17,16,10,4,8,12,1,0
8,4,10,9,1,4,5,9,3,10,9,1,2
8,0,4,9,3,0,1,2,1,7,8,5,2
4,1,4,8,35,6,6,6,1,2,6,0,0
7,3,12,8,20,14,21,9,2,14,8,0,0
8,1,11,9,2,6,7,11,2,14,8,2,2
9,4,8,6,8,0,0,11,2,8,8,4,1
4,5,6,9,37,8,7,4,6,2,12,0,0
13,1,10,12,15,14,23,8,1,11,11,0,1
4,2,8,10,0,3,5,13,1,15,5,2,0
7,1,8,7,11,0,0,7,2,2,8,5,2
4,1,5,9,27,10,10,6,3,2,9,0,0
7,4,12,9,21,14,12,5,2,14,4,2,1
12,2,10,9,1,9,5,7,1,9,9,1,1
9,0,8,10,5,0,0,9,0,5,7,5,1
2,0,9,8,37,8,12,4,3,4,5,0,1
8,3,10,7,18,13,16,19,4,9,9,2,0
15,3,7,11,0,5,6,8,6,12,8,1,0
2,1,1,9,8,0,0,7,1,4,9,6,0
3,1,6,4,42,8,8,3,1,6,9,3,0
7,2,8,4,9,19,20,6,2,12,8,0,0
13,0,7,6,1,2,3,10,0,7,5,1,0
7,1,8,8,3,0,0,5,1,4,5,2,1
5,1,4,11,37,5,8,2,2,2,6,1,0
10,2,11,6,20,17,16,10,0,16,6,1,1
12,3,12,11,0,4,10,10,0,12,8,0,0
8,4,4,11,3,0,0,10,4,7,8,2,5
3,1,1,11,34,5,5,6,0,7,10,0,1
6,0,10,4,22,15,16,5,5,7,11,3,1
6,3,11,4,1,8,10,10,2,13,10,0,2
11,1,7,8,6,0,1,11,2,1,7,8,2
3,6,3,6,41,9,7,2,0,6,3,0,1
8,0,9,11,13,20,15,10,2,8,6,2,0
20,1,12,4,0,6,3,5,1,10,9,3,1
4,4,8,10,5,0,0,6,0,6,4,2,3
2,1,6,10,42,7,8,1,1,0,7,1,1
5,2,11,7,12,21,16,15,0,7,3,0,0
14,1,8,7,1,2,6,10,1,8,7,1,0
